42075f584e35fb02749cfb45bfc0af9bb01b78d4,COc1cccc(c1)-c1cc(nc(N)c1C#N)-c1ccc(F)cc1
7c0fe8d07989596659ef33980aa54d85b5bdb0d3,Nc1nc(nc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O)-n1cc(cn1)-c1ccc(Cl)s1
09fcc160a8c4afd0b94d267294c17c98f8d7f7ea,CC(=O)Nc1cc(nc(n1)-c1ccccc1)-c1ccccc1
15ee25d3752f8287da920f91498f53f80f0aee89,Nc1nc(OCCc2c[nH]c3ccc(Br)cc23)nc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
0f3840c0e0d2ef9f10338623100a6218305b04af,Cc1cc(ccn1)-c1c(nc(N)n2nc(Cc3c(F)cccc3F)nc12)-c1ccc(F)cc1
77fb1283c93669eb3c7bb4c3adc7b89daf92729e,O=C(Nc1nc(nc2cn(nc12)-c1ccccc1)-c1ccccc1)c1ccccc1
c53e37090f55bffe92ecabef165ebf9a7ea8a17f,Cn1cc2c(n1)nc(NC(=O)NC1CCN(Cc3ccccc3)CC1)n1nc(nc21)-c1ccco1
46a5e46987ab9b6b735e3b9c2880e44a76228f50,Cn1cc2c(n1)nc(NC(=O)Nc1cccc(Cl)c1)n1nc(nc21)-c1ccco1
e8404f068a55f5e2ad099c51c9f5b489ef0aa9da,Nc1nc(nc2nc(nn12)-c1ccco1)N1CCN(CC1)C(=O)COc1ccccc1
2ee3f542856c02e2493c36ae30672a1e29918cb4,Cn1c(nc2c(NC3CCCCC3)ncnc12)-c1cccc(Cl)c1
d77a260d555c1c1f9cf997d6221c7fca36880cb7,Cc1nc2c(c(nn(Cc3ccccc3)c2=O)-c2ccccc2)c2cc(nn12)-c1ccccc1
48fbf93b9491a634e472a9aeec877c6209ff1141,Cn1cc2c(n1)nc(NC(=O)Nc1ccncc1)n1nc(nc21)-c1ccco1
75d4d96601282395c382b41a665170a237bbcfd4,Cc1ccccc1CNC(=O)c1cc(nc(N)n1)-c1ccccc1Cl
d336ceb0daa0cf607f5bb22e58d4d4948e3dae1a,COc1cc(cc(OC)c1OC)-c1nnc(N)nc1-c1ccc(C)o1
0de36ed460f0fbcb923dbe8e4304c7ed9be1e616,Cc1cnc2ccc(cn12)-c1c(nc(N)n2nc(Cc3c(F)cccc3F)nc12)-c1ncco1
d4f965eb9b38302a528585f0ee272ded159908e8,CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(NCC)nc(nc12)C#CC(O)c1ccc(C)cc1
df382b0fb23b2cb94c94008d8a0059e00b0f99f6,Nc1nc2n(CCCc3ccc(OCC(O)=O)cc3)ncc2c2nc(nn12)-c1ccco1
389910dcfc62721a8dcb3d9d5b0155b33e251c87,Cc1ccc(cc1)C(=O)Nc1nc(c(s1)-c1ccccc1)-c1ccccc1
7b5b2caf449d9497606156ec918b30f2c6875e27,Nc1nc(C(=O)NCc2cccc3cc(cnc23)C(=O)N2CCCCC2)c2cccc(F)c2n1
